date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:08	27654/27654	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:05%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=728	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipede9c.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:08	40008/40008	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:06%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=727	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe6c97.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:10	42045/42045	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:07%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=726	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe03f3.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:11	37694/37694	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:09%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=725	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipeff21.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:12	50229/50229	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:10%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=724	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe11a9.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:12	27355/27355	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:10%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=723	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowReciped838.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:15	45620/45620	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:12%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=722	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe2989.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:15	46357/46357	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:12%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=720	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipea33f.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:16	42052/42052	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:13%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=719	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe497e.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:18	42020/42020	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:13%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=718	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe3f71.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:19	43479/43479	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:16%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=717	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe0926.html	(from http://recept.mohem.se/RecipeOverview.aspx)
19:46:20	46537/46537	---M--	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202017%2018:46:17%20GMT	http://recept.mohem.se/ShowRecipe.aspx?recipe_id=716	C:/Users/Mathias/Documents/Websites/Recept/recept.mohem.se/ShowRecipe2d5d.html	(from http://recept.mohem.se/RecipeOverview.aspx)
